id;id_vendor;filial;date;value;vehicle
761;124;filial_3;26-05-2022 05:09:13;187266;Land Rover Fiesta
762;476;filial_3;11-03-2022 07:38:37;412187;Hyandai PT Cruiser
763;463;filial_2;01-02-2022 11:53:55;308360;Dodge Mercielago
764;369;filial_1;25-04-2022 09:44:27;398262;Ferrari Accord
765;138;filial_1;10-04-2022 02:03:35;311587;Jaguar Ranchero
766;37;filial_2;18-04-2022 09:57:16;719623;Jaguar Challenger
767;283;filial_3;24-02-2022 09:26:44;438844;Honda Fiesta
768;325;filial_2;01-02-2022 08:42:10;732439;Dodge Sentra
769;405;filial_2;20-04-2022 08:58:23;614021;Fiat Silverado
770;255;filial_3;05-03-2022 09:16:36;306336;Volkswagen Explorer
771;408;filial_3;15-03-2022 07:42:32;88980;Lamborghini Explorer
772;499;filial_1;21-04-2022 07:43:06;523119;Cadillac Beetle
773;141;filial_1;21-05-2022 03:41:22;138753;Lamborghini Charger
774;1;filial_3;20-04-2022 03:16:39;749458;Dodge Explorer
775;260;filial_3;25-03-2022 01:48:29;180510;Audi Mercielago
776;93;filial_1;26-02-2022 09:53:49;684084;Land Rover Focus
777;36;filial_2;07-05-2022 11:28:56;823094;Audi F-150
778;110;filial_1;01-05-2022 12:37:25;435718;Bugatti ATS
779;208;filial_1;17-03-2022 05:38:35;199471;Jaguar Model 3
780;493;filial_2;13-02-2022 10:22:56;509508;Fiat Charger
781;239;filial_1;02-05-2022 01:23:34;670720;Rolls Royce Sentra
782;131;filial_2;16-02-2022 03:55:50;591649;Aston Martin Camry
783;335;filial_1;19-05-2022 11:38:41;575545;Rolls Royce LeBaron
784;319;filial_2;07-02-2022 04:33:00;119477;Mercedes Benz Roadster
785;153;filial_3;16-03-2022 03:20:48;269870;Chevrolet Silverado
786;248;filial_3;08-02-2022 10:51:22;244470;Jaguar ATS
787;472;filial_2;29-03-2022 09:10:48;146248;Maserati Model S
788;448;filial_1;22-02-2022 12:19:13;495399;Audi Golf
789;447;filial_2;01-05-2022 09:00:35;965826;Jeep Wrangler
790;340;filial_3;27-05-2022 08:14:59;92095;Land Rover Prius
791;24;filial_1;01-03-2022 12:33:41;496576;Bugatti Model S
792;96;filial_1;20-04-2022 10:42:39;893624;Tesla Altima
793;61;filial_2;29-04-2022 01:43:21;657529;Mini Colorado
794;186;filial_3;13-05-2022 03:39:28;602865;Ford El Camino
795;456;filial_2;02-03-2022 07:39:08;308096;Chrysler Alpine
796;6;filial_2;12-03-2022 10:53:31;961725;Cadillac Focus
797;79;filial_1;08-02-2022 10:05:20;473986;Chevrolet Spyder
798;397;filial_1;25-05-2022 11:08:28;559706;Mercedes Benz Aventador
799;448;filial_3;02-02-2022 04:40:14;575986;Bentley LeBaron
800;122;filial_1;12-05-2022 05:17:11;861518;Toyota Volt
801;179;filial_3;29-03-2022 07:38:04;551448;Bentley Land Cruiser
802;320;filial_3;11-03-2022 07:44:19;592663;Chevrolet Camry
803;461;filial_3;01-03-2022 03:39:54;554278;Tesla Civic
804;34;filial_1;05-02-2022 07:30:26;463275;Hyandai Model 3
805;475;filial_1;24-04-2022 12:29:38;675111;Honda PT Cruiser
806;115;filial_3;10-02-2022 09:06:14;57296;Ferrari Expedition
807;226;filial_3;13-05-2022 10:48:11;315423;Tesla Escalade
808;494;filial_1;25-04-2022 11:01:48;678220;BMW F-150
809;204;filial_1;27-03-2022 03:41:59;582670;Honda XTS
810;439;filial_1;31-03-2022 10:02:50;907545;Mercedes Benz Altima
811;119;filial_3;08-02-2022 05:23:52;362084;Chevrolet Mercielago
812;490;filial_3;11-05-2022 02:33:59;398834;Aston Martin Silverado
813;36;filial_2;17-05-2022 11:12:44;314571;Bugatti El Camino
814;481;filial_3;20-02-2022 06:42:30;185429;Chrysler LeBaron
815;122;filial_3;05-05-2022 10:35:36;219367;Aston Martin Camaro
816;189;filial_3;20-05-2022 11:01:19;830442;Hyandai Sentra
817;340;filial_1;23-03-2022 05:59:39;397072;Volkswagen PT Cruiser
818;228;filial_3;04-02-2022 04:03:44;958477;Bugatti A8
819;75;filial_2;03-02-2022 02:26:11;98275;Audi Colorado
820;54;filial_3;12-05-2022 01:46:49;930586;Ford Expedition
821;74;filial_2;07-02-2022 05:48:04;51163;Bentley Challenger
822;199;filial_1;16-05-2022 04:04:38;477128;Audi Sentra
823;168;filial_3;01-03-2022 04:59:33;55808;Bentley Altima
824;277;filial_3;17-05-2022 06:36:43;191614;Jeep Taurus
825;56;filial_2;28-05-2022 04:04:18;998125;Land Rover A4
826;55;filial_2;11-05-2022 02:47:05;998967;Toyota Sentra
827;81;filial_2;22-03-2022 10:32:14;718148;Honda Silverado
828;82;filial_2;29-05-2022 10:40:30;73342;Jaguar 911
829;191;filial_3;06-03-2022 07:38:33;480610;Mercedes Benz Explorer
830;329;filial_3;16-03-2022 02:02:02;374383;Volkswagen Focus
831;49;filial_3;26-05-2022 11:40:27;615669;Jaguar XTS
832;142;filial_2;05-04-2022 06:12:27;841689;Mercedes Benz Altima
833;172;filial_1;17-04-2022 09:58:39;682618;Chrysler Colorado
834;412;filial_1;05-05-2022 06:09:14;971483;Mercedes Benz Roadster
835;465;filial_2;18-03-2022 08:45:15;316559;Jaguar Model 3
836;94;filial_2;21-03-2022 10:12:00;831802;Tesla PT Cruiser
837;112;filial_3;24-02-2022 03:27:22;871222;Tesla Mustang
838;394;filial_3;26-04-2022 09:14:18;952063;Rolls Royce Altima
839;472;filial_2;17-02-2022 01:00:38;764188;Tesla Model 3
840;363;filial_2;06-02-2022 03:48:58;400416;Fiat Mustang
841;297;filial_2;07-04-2022 12:44:52;140454;Nissan Impala
842;384;filial_1;19-02-2022 03:33:41;818293;Bentley Model 3
843;124;filial_3;10-04-2022 06:14:33;934071;Bugatti Corvette
844;274;filial_2;02-03-2022 04:16:00;248104;BMW Wrangler
845;486;filial_2;10-05-2022 12:16:24;469914;Porsche Sentra
846;45;filial_3;28-03-2022 01:28:38;225180;Chevrolet Impala
847;133;filial_2;18-04-2022 07:48:35;779857;Cadillac Corvette
848;197;filial_2;19-02-2022 07:15:27;225071;Bugatti Camaro
849;98;filial_2;14-05-2022 10:59:33;820651;Dodge Cruze
850;484;filial_1;09-03-2022 10:51:40;357092;Jaguar El Camino
851;190;filial_3;07-04-2022 01:12:53;143147;Mini Corvette
852;468;filial_2;28-03-2022 04:43:36;819786;Tesla Mustang
853;98;filial_3;28-03-2022 12:50:33;959755;Bentley Altima
854;499;filial_1;12-05-2022 03:01:32;630494;Fiat Prius
855;63;filial_3;26-05-2022 12:05:05;313755;Honda El Camino
856;321;filial_2;17-03-2022 03:58:40;413866;Bentley Charger
857;250;filial_2;05-03-2022 04:06:13;434985;Tesla F-150
858;180;filial_2;27-04-2022 04:03:59;733438;Jaguar Spyder
859;194;filial_1;26-02-2022 06:30:40;800954;Toyota CTS
860;234;filial_1;17-05-2022 10:45:16;183670;Cadillac Focus
861;211;filial_1;01-02-2022 09:04:46;294685;Land Rover Fiesta
862;465;filial_3;22-04-2022 04:59:32;146311;Volkswagen F-150
863;173;filial_2;19-04-2022 03:07:33;957795;Maserati 911
864;448;filial_2;28-05-2022 08:49:24;999647;Porsche Challenger
865;255;filial_3;29-04-2022 10:32:27;439991;Jeep Expedition
866;20;filial_1;28-02-2022 09:36:06;900279;Mini Aventador
867;213;filial_3;27-03-2022 11:22:36;303889;Chevrolet Aventador
868;315;filial_1;09-04-2022 08:40:46;779086;Jaguar XTS
869;457;filial_2;31-03-2022 12:27:16;321932;Mini Alpine
870;486;filial_1;17-04-2022 05:19:52;917249;Tesla LeBaron
871;81;filial_1;21-04-2022 02:15:28;696459;Dodge Mustang
872;402;filial_1;03-05-2022 12:31:55;536486;Bugatti A8
873;154;filial_2;15-04-2022 11:35:23;55381;Bentley Alpine
874;279;filial_3;07-04-2022 01:08:18;248154;Audi A4
875;203;filial_1;16-02-2022 08:44:27;726062;Bentley Civic
876;49;filial_3;05-04-2022 08:07:23;158584;Chevrolet Impala
877;127;filial_2;10-05-2022 11:09:04;867694;Ford Ranchero
878;410;filial_3;01-02-2022 09:13:34;879893;Honda Wrangler
879;132;filial_2;04-04-2022 07:29:13;767745;Bugatti Focus
880;36;filial_2;31-03-2022 09:10:17;183468;BMW Grand Caravan
881;469;filial_1;27-04-2022 01:17:42;299201;Bentley Silverado
882;132;filial_3;07-05-2022 07:28:26;55317;Ford Expedition
883;412;filial_2;12-04-2022 05:21:39;798394;Ford Taurus
884;193;filial_1;04-04-2022 12:54:23;616956;Audi Beetle
885;238;filial_3;27-03-2022 01:42:49;897866;Chrysler Cruze
886;168;filial_1;24-05-2022 02:47:35;821483;Cadillac Element
887;377;filial_2;23-02-2022 12:19:10;348842;Mercedes Benz Element
888;30;filial_1;13-03-2022 04:11:58;206564;BMW Camry
889;372;filial_2;12-03-2022 06:51:53;463644;Mercedes Benz F-150
890;206;filial_1;15-03-2022 04:36:20;240600;Dodge Camaro
891;154;filial_2;15-03-2022 07:47:28;295312;Rolls Royce Challenger
892;453;filial_2;12-03-2022 09:11:54;891724;Toyota Charger
893;8;filial_2;23-04-2022 03:56:41;891961;Land Rover CTS
894;471;filial_1;04-05-2022 12:33:28;279445;Land Rover Charger
895;473;filial_2;20-05-2022 10:22:53;781888;Fiat Roadster
896;2;filial_3;14-03-2022 04:57:27;286703;Nissan Mustang
897;466;filial_3;27-03-2022 11:21:04;136651;Mercedes Benz F-150
898;212;filial_2;30-04-2022 11:46:10;249236;Fiat Mustang
899;264;filial_2;23-03-2022 12:27:03;796108;Volkswagen Spyder
900;276;filial_3;07-03-2022 07:27:00;313886;Dodge F-150
901;148;filial_2;15-02-2022 09:18:02;794935;Lamborghini Spyder
902;389;filial_3;26-05-2022 11:25:44;541287;Kia Model S
903;167;filial_2;27-04-2022 02:57:27;955034;Ford Prius
904;253;filial_1;18-03-2022 09:53:36;526139;Chevrolet Wrangler
905;346;filial_3;22-03-2022 08:45:31;843401;Tesla Spyder
906;385;filial_2;30-04-2022 07:56:36;519961;Aston Martin Escalade
907;50;filial_3;03-04-2022 02:56:41;697127;Audi Expedition
908;82;filial_3;21-05-2022 02:33:03;422416;Jeep A8
909;288;filial_3;08-03-2022 07:30:56;785336;Maserati Volt
910;275;filial_2;22-02-2022 02:59:10;459255;Mini A4
911;449;filial_1;02-02-2022 08:21:35;97338;Jeep Challenger
912;51;filial_2;14-05-2022 11:06:45;598388;Bugatti ATS
913;154;filial_1;16-05-2022 08:30:42;601921;Rolls Royce LeBaron
914;131;filial_3;15-03-2022 12:13:50;855771;Mercedes Benz Mustang
915;22;filial_2;16-05-2022 01:48:19;322215;Fiat Countach
916;211;filial_2;23-04-2022 12:42:41;828266;Lamborghini Civic
917;308;filial_3;17-05-2022 02:09:33;160923;Dodge Grand Cherokee
918;14;filial_1;03-04-2022 10:46:32;922273;Bentley Roadster
919;425;filial_3;15-03-2022 02:49:56;633916;Fiat Prius
920;487;filial_3;04-05-2022 11:31:36;260680;Porsche Model S
921;432;filial_1;31-03-2022 03:36:12;596627;Honda Mustang
922;139;filial_1;27-03-2022 01:18:47;821402;Volkswagen Countach
923;482;filial_2;02-02-2022 01:21:29;817364;Porsche Taurus
924;74;filial_3;24-05-2022 06:46:31;198498;Honda Charger
925;367;filial_2;05-02-2022 02:15:33;126158;Ferrari Fiesta
926;186;filial_1;25-04-2022 11:17:21;769372;Fiat A8
927;107;filial_3;23-04-2022 10:25:11;101571;Mercedes Benz Model T
928;472;filial_2;15-03-2022 10:56:39;704982;Chevrolet LeBaron
929;135;filial_3;30-04-2022 05:41:10;836467;Fiat Aventador
930;495;filial_3;28-04-2022 11:53:35;456028;Fiat Fiesta
931;138;filial_3;29-04-2022 11:21:07;426851;Porsche Model 3
932;357;filial_3;10-05-2022 07:55:37;761146;Fiat Element
933;92;filial_1;03-03-2022 10:55:14;80675;Bugatti Explorer
934;477;filial_1;13-02-2022 10:55:31;416202;Ferrari Accord
935;22;filial_3;06-02-2022 10:59:31;156340;Tesla Alpine
936;115;filial_1;05-03-2022 10:39:35;589169;Land Rover Durango
937;218;filial_3;18-02-2022 03:41:46;123373;Kia LeBaron
938;91;filial_1;05-03-2022 12:15:50;420291;Ford Focus
939;194;filial_2;08-05-2022 01:20:10;388120;Maserati Impala
940;178;filial_3;24-04-2022 09:31:47;214799;Audi Corvette
941;309;filial_2;14-05-2022 11:46:41;730465;Lamborghini Cruze
942;150;filial_3;22-03-2022 06:04:32;941181;Bugatti Ranchero
943;383;filial_1;16-05-2022 08:47:16;327788;Lamborghini Countach
944;45;filial_2;05-03-2022 04:37:12;97291;Lamborghini Prius
945;7;filial_2;20-03-2022 03:10:04;254772;Nissan Land Cruiser
946;81;filial_2;26-02-2022 04:58:42;594220;Nissan Model T
947;471;filial_1;23-04-2022 08:51:35;951463;BMW Focus
948;353;filial_3;10-05-2022 10:04:44;382858;Toyota Element
949;226;filial_2;23-03-2022 05:52:00;711543;Ferrari Golf
950;443;filial_3;22-02-2022 01:01:24;142006;Audi CTS
951;163;filial_3;10-05-2022 03:50:13;412003;Aston Martin XTS
952;473;filial_2;28-03-2022 02:46:02;860026;Ferrari Element
953;153;filial_3;28-05-2022 07:45:11;188358;Rolls Royce Model T
954;97;filial_2;22-03-2022 09:05:39;484015;Volkswagen Malibu
955;407;filial_1;16-05-2022 03:26:42;147271;Cadillac El Camino
956;254;filial_1;10-03-2022 07:12:09;374689;Cadillac Grand Cherokee
957;112;filial_2;28-05-2022 05:19:40;770224;Fiat Colorado
958;210;filial_2;01-02-2022 08:05:55;783675;Lamborghini Countach
959;340;filial_2;09-03-2022 04:40:36;184498;Aston Martin Taurus
960;178;filial_1;25-04-2022 02:59:27;972018;Tesla Charger
961;100;filial_3;04-05-2022 07:14:22;622740;Toyota Model T
962;468;filial_3;06-02-2022 01:36:29;219315;Chevrolet Accord
963;414;filial_3;09-05-2022 07:30:32;915027;Bentley Model S
964;298;filial_2;11-04-2022 09:46:31;535808;Rolls Royce Camaro
965;107;filial_2;30-05-2022 11:50:22;426674;Jeep Beetle
966;206;filial_2;28-04-2022 01:07:54;724524;Ferrari Grand Cherokee
967;362;filial_2;22-03-2022 12:49:14;609154;Porsche Colorado
968;223;filial_3;16-04-2022 02:36:53;715457;Jaguar ATS
969;345;filial_2;10-02-2022 05:00:57;532489;Cadillac Ranchero
970;357;filial_2;16-05-2022 11:12:04;95940;Fiat Silverado
971;481;filial_2;21-05-2022 08:58:14;110643;Maserati A4
972;118;filial_2;04-03-2022 06:12:27;589711;Tesla Malibu
973;38;filial_3;25-03-2022 10:20:39;568122;Lamborghini Model 3
974;105;filial_1;06-04-2022 08:40:42;443679;Chevrolet Expedition
975;414;filial_1;26-02-2022 01:54:38;774991;Tesla Expedition
976;134;filial_3;29-03-2022 05:13:01;869261;Porsche Wrangler
977;129;filial_1;12-03-2022 09:19:15;358308;Cadillac A4
978;308;filial_1;25-04-2022 12:37:08;806034;Porsche Spyder
979;307;filial_2;09-05-2022 08:49:57;810223;Bugatti Jetta
980;305;filial_2;15-05-2022 11:49:51;674914;Volkswagen El Camino
981;289;filial_1;29-05-2022 03:53:02;969852;Ford PT Cruiser
982;420;filial_2;21-03-2022 06:00:16;72266;Hyandai Grand Cherokee
983;85;filial_2;08-02-2022 10:34:45;243836;Audi Impala
984;339;filial_2;18-03-2022 06:20:36;430321;Bugatti Accord
985;376;filial_3;03-05-2022 08:31:02;498244;Fiat Civic
986;120;filial_3;06-04-2022 05:21:40;525180;Dodge ATS
987;118;filial_2;03-04-2022 08:28:58;852919;Honda El Camino
988;216;filial_3;15-02-2022 05:24:43;332975;Volkswagen Fiesta
989;68;filial_3;26-03-2022 01:59:51;858618;Honda Countach
990;309;filial_2;10-05-2022 12:15:32;817679;Mercedes Benz Colorado
991;341;filial_3;09-04-2022 12:42:55;182817;Audi Prius
992;435;filial_3;01-02-2022 07:56:21;585078;Cadillac Ranchero
993;119;filial_3;17-02-2022 09:48:23;730822;Toyota Expedition
994;312;filial_2;11-04-2022 09:12:30;140275;Ferrari Civic
995;36;filial_3;03-03-2022 11:44:07;268439;Porsche Civic
996;129;filial_2;05-02-2022 09:02:45;296929;Audi A8
997;446;filial_3;12-03-2022 12:46:50;863465;Porsche Charger
998;492;filial_2;04-04-2022 05:00:40;698588;Mercedes Benz Land Cruiser
999;126;filial_3;27-03-2022 08:03:09;180200;Toyota Wrangler
1000;388;filial_2;09-04-2022 11:29:42;101557;Volkswagen Land Cruiser
1001;385;filial_1;28-02-2022 07:16:38;859187;Nissan Impala
1002;23;filial_2;22-03-2022 11:20:54;807178;Hyandai Model 3
1003;123;filial_2;03-02-2022 07:33:20;386064;Aston Martin XTS
1004;418;filial_1;05-02-2022 08:29:35;942458;Cadillac Camry
1005;172;filial_2;10-03-2022 08:17:39;838917;BMW 911
1006;92;filial_1;20-05-2022 03:58:04;435297;Honda Wrangler
1007;186;filial_2;20-03-2022 10:05:20;287895;Kia Model T
1008;205;filial_2;19-05-2022 05:30:35;375324;Bentley Model T
1009;492;filial_2;10-02-2022 01:10:12;415974;Lamborghini Silverado
1010;161;filial_3;20-05-2022 05:27:24;900854;Tesla Fiesta
1011;318;filial_3;31-03-2022 02:54:43;999714;Ferrari Charger
1012;222;filial_3;09-04-2022 07:06:00;747683;Honda Camaro
1013;477;filial_1;19-04-2022 02:43:31;625319;Maserati Colorado
1014;405;filial_3;08-04-2022 02:32:19;770963;Mini El Camino
1015;224;filial_3;12-03-2022 08:57:11;157103;Porsche A4
1016;226;filial_3;10-04-2022 11:13:55;59291;Aston Martin Element
1017;445;filial_3;29-03-2022 06:11:01;647496;Chrysler Golf
1018;427;filial_1;01-05-2022 06:01:07;823888;Land Rover Impala
1019;495;filial_1;05-05-2022 08:12:05;685508;Land Rover Roadster
1020;145;filial_3;08-02-2022 01:48:47;247603;Jaguar Escalade
1021;432;filial_2;12-05-2022 09:04:52;143947;BMW Grand Cherokee
1022;344;filial_2;21-03-2022 08:49:24;286996;Mercedes Benz CTS
1023;365;filial_3;15-04-2022 01:20:39;266502;Ford Wrangler
1024;231;filial_1;17-05-2022 06:34:35;324973;Chrysler Camaro
1025;229;filial_2;06-05-2022 11:52:53;592319;Honda Mustang
1026;45;filial_2;20-02-2022 09:06:28;848648;Lamborghini PT Cruiser
1027;287;filial_1;05-02-2022 08:08:46;357085;Bentley Durango
1028;193;filial_2;04-02-2022 05:37:48;546748;Rolls Royce Camry
1029;467;filial_3;07-02-2022 05:34:05;580908;Rolls Royce ATS
1030;441;filial_2;10-03-2022 10:32:00;554985;Audi Impala
1031;458;filial_3;10-02-2022 12:57:32;803739;Ford Golf
1032;60;filial_1;24-05-2022 06:30:25;116025;Cadillac Alpine
1033;209;filial_3;05-04-2022 08:55:42;645246;Chrysler XTS
1034;209;filial_3;05-05-2022 01:57:42;847186;Mercedes Benz Grand Cherokee
1035;195;filial_3;21-05-2022 06:09:26;225897;Cadillac Model 3
1036;317;filial_1;17-02-2022 07:55:26;782585;Kia Countach
1037;59;filial_1;11-05-2022 10:00:35;476988;Tesla Explorer
1038;233;filial_2;05-03-2022 06:12:24;509440;Cadillac Countach
1039;391;filial_2;24-05-2022 01:46:21;903351;Tesla Ranchero
1040;199;filial_2;25-02-2022 11:09:02;183184;Jeep Model S
1041;371;filial_3;27-05-2022 07:26:28;844017;Chevrolet Fiesta
1042;377;filial_3;21-02-2022 04:44:02;116344;Hyandai Aventador
1043;161;filial_3;26-04-2022 07:08:43;961505;Land Rover Challenger
1044;85;filial_2;17-05-2022 04:34:32;336114;Tesla F-150
1045;407;filial_1;02-03-2022 02:08:48;642953;Mini Altima
1046;396;filial_1;11-03-2022 06:45:36;83218;Toyota Alpine
1047;324;filial_2;14-03-2022 08:54:09;172342;Volkswagen Volt
1048;436;filial_3;12-05-2022 04:49:35;827141;Tesla Mercielago
1049;175;filial_2;09-04-2022 08:32:01;294649;Rolls Royce Camry
1050;319;filial_1;11-03-2022 11:39:05;291831;Ford Model 3
1051;385;filial_1;25-04-2022 10:34:18;208241;Hyandai Model S
1052;254;filial_2;30-05-2022 04:36:09;874036;Cadillac Grand Cherokee
1053;165;filial_3;21-05-2022 07:01:44;429277;Kia Beetle
1054;489;filial_1;06-05-2022 11:56:46;628005;Ford Golf
1055;364;filial_3;07-04-2022 02:25:30;617127;Cadillac A4
1056;29;filial_2;23-04-2022 12:42:10;540704;Audi Mercielago
1057;293;filial_2;22-02-2022 04:52:08;409472;Fiat Cruze
1058;334;filial_3;25-02-2022 02:18:09;724434;Ford Accord
1059;349;filial_3;13-02-2022 01:21:40;168588;Hyandai Accord
1060;179;filial_1;04-03-2022 01:59:00;500788;Mini Camry
1061;141;filial_2;28-04-2022 11:28:34;960794;Chevrolet Wrangler
1062;372;filial_1;25-02-2022 08:17:05;285294;Mini Colorado
1063;436;filial_1;22-04-2022 03:15:35;953141;Toyota Land Cruiser
1064;80;filial_2;13-04-2022 08:41:43;832446;Mercedes Benz 911
1065;253;filial_3;21-02-2022 09:45:33;752519;Porsche Fiesta
1066;412;filial_2;23-04-2022 07:45:31;271974;Chevrolet Model S
1067;381;filial_1;24-04-2022 04:26:00;410528;Bugatti Cruze
1068;324;filial_1;03-02-2022 04:13:43;243303;Mini Alpine
1069;448;filial_2;19-05-2022 12:22:22;545322;Volkswagen Grand Cherokee
1070;206;filial_1;26-04-2022 11:52:09;491818;Volkswagen Alpine
1071;348;filial_3;19-05-2022 05:09:39;668181;Hyandai PT Cruiser
1072;406;filial_1;19-04-2022 10:41:00;435862;Maserati Alpine
1073;300;filial_3;05-04-2022 06:26:31;338147;Porsche Taurus
1074;427;filial_2;20-03-2022 01:11:40;863976;Mercedes Benz Altima
1075;205;filial_1;09-05-2022 10:43:14;323162;Honda Sentra
1076;403;filial_2;28-04-2022 10:50:50;614970;Mini Camry
1077;358;filial_2;15-04-2022 06:24:08;270725;Kia Fiesta
1078;389;filial_1;12-02-2022 12:51:56;83596;Mercedes Benz Mercielago
1079;363;filial_2;15-04-2022 07:15:37;492844;Jeep Prius
1080;107;filial_1;25-05-2022 02:53:55;728763;Rolls Royce Grand Cherokee
1081;287;filial_3;24-02-2022 08:28:08;957839;Jeep Malibu
1082;300;filial_3;14-05-2022 12:04:45;133823;Nissan Durango
1083;317;filial_3;22-05-2022 04:22:03;821193;Dodge Beetle
1084;445;filial_1;28-03-2022 02:47:19;667599;Land Rover ATS
1085;171;filial_3;17-02-2022 09:37:54;709641;Honda Mustang
1086;406;filial_1;18-03-2022 02:55:05;993193;Bugatti Altima
1087;131;filial_2;17-05-2022 04:07:44;901500;Nissan Camaro
1088;89;filial_3;04-03-2022 05:40:59;112428;Honda Expedition
1089;91;filial_1;14-02-2022 08:45:45;365927;Nissan CTS
1090;166;filial_1;02-02-2022 05:50:06;878977;Cadillac Corvette
1091;242;filial_2;03-04-2022 07:39:47;560203;Lamborghini Cruze
1092;219;filial_1;17-02-2022 07:41:17;342824;Bentley A8
1093;342;filial_3;09-05-2022 03:08:54;989025;Rolls Royce Element
1094;32;filial_1;07-05-2022 10:26:27;569027;Volkswagen Volt
1095;377;filial_3;31-03-2022 03:18:54;53922;Aston Martin Golf
1096;345;filial_3;17-03-2022 09:37:47;574835;Porsche Mercielago
1097;308;filial_1;08-02-2022 05:57:14;339845;Tesla Accord
1098;460;filial_2;09-04-2022 07:16:00;795788;Bugatti Colorado
1099;121;filial_2;14-02-2022 07:01:50;677002;Jeep Camry
1100;83;filial_1;07-04-2022 12:59:20;97314;Chrysler Explorer
1101;176;filial_3;22-05-2022 03:50:09;666698;Ford Ranchero
1102;31;filial_2;23-05-2022 06:02:36;509199;Chrysler Beetle
1103;376;filial_2;02-03-2022 10:25:14;997917;Chrysler Model T
1104;488;filial_1;03-03-2022 12:26:46;847415;Ford Element
1105;187;filial_3;21-04-2022 09:27:13;181693;Jeep Sentra
1106;44;filial_3;20-02-2022 02:11:08;526504;Aston Martin Corvette
1107;174;filial_1;18-04-2022 07:47:06;138165;Kia Mercielago
1108;380;filial_2;15-02-2022 12:08:48;171101;Nissan Roadster
1109;151;filial_3;19-04-2022 09:33:35;795987;Bentley Mercielago
1110;20;filial_2;09-03-2022 03:33:36;96909;Tesla Ranchero
1111;307;filial_3;19-04-2022 01:05:44;986832;Tesla Accord
1112;77;filial_3;11-05-2022 07:09:35;56090;Mini Mercielago
1113;385;filial_3;29-04-2022 09:45:54;284219;Land Rover Grand Caravan
1114;459;filial_1;14-04-2022 01:00:00;391768;Lamborghini Model S
1115;281;filial_3;10-03-2022 05:23:12;448783;Maserati Expedition
1116;304;filial_3;23-05-2022 01:38:09;410527;Porsche PT Cruiser
1117;69;filial_1;19-03-2022 10:10:22;830150;Cadillac A4
1118;496;filial_3;28-03-2022 09:28:32;821578;Fiat LeBaron
1119;283;filial_2;08-05-2022 04:09:57;641493;Mercedes Benz Malibu
1120;113;filial_2;03-02-2022 07:47:13;279159;Chevrolet PT Cruiser
1121;179;filial_3;26-03-2022 07:12:30;250398;Chrysler Aventador
1122;340;filial_3;25-05-2022 07:09:14;453330;Tesla Cruze
1123;127;filial_1;27-04-2022 09:05:22;971901;Kia LeBaron
1124;229;filial_1;15-02-2022 03:49:39;767841;Lamborghini Expedition
1125;186;filial_3;02-04-2022 10:22:37;826692;Tesla Silverado
1126;49;filial_2;07-05-2022 05:04:44;752049;Toyota Spyder
1127;342;filial_1;26-03-2022 12:41:08;595477;Kia Cruze
1128;216;filial_1;28-04-2022 01:21:05;441754;Jeep El Camino
1129;154;filial_1;14-05-2022 05:41:07;468879;Bugatti ATS
1130;11;filial_3;02-02-2022 08:18:05;873559;Kia Camaro
1131;316;filial_2;16-03-2022 06:43:54;977564;Mini Fiesta
1132;134;filial_2;01-03-2022 01:21:17;879577;Dodge 911
1133;458;filial_1;20-05-2022 08:05:32;948580;Dodge Volt
1134;84;filial_1;07-04-2022 08:00:45;590474;Audi Expedition
1135;425;filial_3;05-02-2022 07:51:34;84533;Land Rover F-150
1136;41;filial_2;14-03-2022 10:19:33;143001;Fiat Altima
1137;494;filial_2;25-03-2022 06:42:22;614515;Honda Explorer
1138;94;filial_2;15-05-2022 08:21:02;194819;Rolls Royce Expedition
1139;452;filial_2;24-05-2022 09:56:48;686906;Honda Corvette
1140;2;filial_3;13-04-2022 05:17:18;564456;Maserati Explorer
1141;252;filial_2;06-05-2022 04:27:27;925603;Rolls Royce Escalade
1142;321;filial_2;31-03-2022 02:58:22;297358;Land Rover Impala
1143;25;filial_2;28-03-2022 02:06:06;834185;Land Rover Mustang
1144;463;filial_1;30-03-2022 07:06:29;565051;Cadillac Durango
1145;307;filial_3;12-03-2022 02:27:06;773105;Bugatti CTS
1146;189;filial_2;01-02-2022 05:01:15;949615;Chrysler 911
1147;488;filial_2;07-02-2022 10:03:57;591376;Dodge Mustang
1148;365;filial_1;15-05-2022 09:04:36;915416;Audi Silverado
1149;471;filial_1;21-02-2022 07:32:55;543958;Chevrolet Durango
1150;431;filial_3;11-03-2022 07:39:12;241272;Chrysler Grand Caravan
1151;325;filial_1;17-04-2022 12:25:32;917889;Nissan Silverado
1152;417;filial_3;05-04-2022 11:12:25;958416;Fiat XTS
1153;225;filial_3;15-05-2022 09:22:50;598027;Kia Malibu
1154;373;filial_2;01-05-2022 07:50:40;281457;Fiat Escalade
1155;297;filial_2;06-03-2022 08:23:27;852554;Hyandai Malibu
1156;198;filial_3;11-03-2022 11:42:51;800163;Porsche Charger
1157;290;filial_3;08-05-2022 06:39:53;632825;Aston Martin El Camino
1158;3;filial_1;02-03-2022 03:26:07;299981;Rolls Royce Model T
1159;453;filial_3;04-03-2022 09:13:59;521204;Dodge Corvette
1160;365;filial_2;24-04-2022 09:07:01;266500;Cadillac Alpine
